
2025-04-08 17:07:00,2025-04-08 21:08:00+08:00,2025-04-08 21:10:04+08:00,1.0329,103.2571,C,Cloud to Cloud,2025-04-08 21:07:28.566000+08:00
2025-04-08 17:07:00,2025-04-08 21:08:00+08:00,2025-04-08 21:10:04+08:00,1.0363,103.2739,C,Cloud to Cloud,2025-04-08 21:07:28.566000+08:00
2025-04-08 17:07:00,2025-04-08 21:08:00+08:00,2025-04-08 21:10:04+08:00,1.0727,103.3655,C,Cloud to Cloud,2025-04-08 21:07:28.566000+08:00
2025-04-08 17:07:00,2025-04-08 20:48:00+08:00,2025-04-08 20:50:02+08:00,1.053,103.3034,C,Cloud to Cloud,2025-04-08 20:47:07.417000+08:00
2025-04-08 17:07:01,2025-04-08 20:02:00+08:00,2025-04-08 20:04:03+08:00,1.0869,103.3682,C,Cloud to Cloud,2025-04-08 20:01:43.223000+08:00
2025-04-08 17:07:05,2025-04-08 10:24:00+08:00,2025-04-08 10:26:02+08:00,1.4432,104.4471,C,Cloud to Cloud,2025-04-08 10:22:01.856000+08:00
2025-04-08 17:07:05,2025-04-08 10:24:00+08:00,2025-04-08 10:26:02+08:00,1.4452,104.4413,C,Cloud to Cloud,2025-04-08 10:22:01.856000+08:00
2025-04-08 17:07:05,2025-04-08 10:24:00+08:00,2025-04-08 10:26:02+08:00,1.4258,104.3618,C,Cloud to Cloud,2025-04-08 10:22:45.183000+08:00
2025-04-08 17:07:05,2025-04-08 10:24:00+08:00,2025-04-08 10:26:02+08:00,1.437,104.4728,C,Cloud to Cloud,2025-04-08 10:23:32.989000+08:00
2025-04-08 17:07:05,2025-04-08 10:22:00+08:00,2025-04-08 10:24:02+08:00,1.4251,104.3977,C,Cloud to Cloud,2025-04-08 10:20:39.458000+08:00
2025-04-08 17:07:05,2025-04-08 10:22:00+08:00,2025-04-08 10:24:02+08:00,1.4201,104.3813,C,Cloud to Cloud,2025-04-08 10:20:39.564000+08:00
2025-04-08 17:07:05,2025-04-08 10:22:00+08:00,2025-04-08 10:24:02+08:00,1.4196,104.3717,C,Cloud to Cloud,2025-04-08 10:20:39.564000+08:00
2025-04-08 17:07:05,2025-04-08 10:22:00+08:00,2025-04-08 10:24:02+08:00,1.4469,104.4517,C,Cloud to Cloud,2025-04-08 10:21:21.565000+08:00
2025-04-08 17:07:05,2025-04-08 10:14:00+08:00,2025-04-08 10:16:03+08:00,1.5509,104.2537,C,Cloud to Cloud,2025-04-08 10:12:04.349000+08:00
