fetch_time,observation_window,data_updated,latitude,longitude,strike_type,description,strike_time
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.3877,103.3451,C,Cloud to Cloud,2025-09-10T23:56:10.336+08:00
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.2768,103.387,C,Cloud to Cloud,2025-09-10T23:56:12.76+08:00
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.2758,103.3518,C,Cloud to Cloud,2025-09-10T23:56:17.577+08:00
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.2646,103.3443,C,Cloud to Cloud,2025-09-10T23:56:20.699+08:00
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.2798,103.3788,C,Cloud to Cloud,2025-09-10T23:56:31.473+08:00
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.2739,103.4656,C,Cloud to Cloud,2025-09-10T23:56:31.522+08:00
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.2783,103.424,C,Cloud to Cloud,2025-09-10T23:56:31.522+08:00
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.256,103.2915,C,Cloud to Cloud,2025-09-10T23:56:42.273+08:00
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.2756,103.4133,C,Cloud to Cloud,2025-09-10T23:56:57.509+08:00
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.2805,103.4114,C,Cloud to Cloud,2025-09-10T23:57:32.854+08:00
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.2797,103.4204,C,Cloud to Cloud,2025-09-10T23:57:32.854+08:00
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.2878,103.4076,C,Cloud to Cloud,2025-09-10T23:57:41.346+08:00
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.2683,103.3789,C,Cloud to Cloud,2025-09-10T23:57:51.572+08:00
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.2763,103.3919,C,Cloud to Cloud,2025-09-10T23:57:57.736+08:00
2025-09-11 10:54:51,2025-09-10T23:58:00+08:00,2025-09-11T00:00:03+08:00,1.2763,103.3919,C,Cloud to Cloud,2025-09-10T23:57:57.736+08:00
2025-09-11 10:54:51,2025-09-10T23:56:00+08:00,2025-09-10T23:58:02+08:00,1.2775,103.3935,C,Cloud to Cloud,2025-09-10T23:54:39.234+08:00
2025-09-11 10:54:51,2025-09-10T23:56:00+08:00,2025-09-10T23:58:02+08:00,1.2775,103.3935,C,Cloud to Cloud,2025-09-10T23:54:39.234+08:00
2025-09-11 10:54:51,2025-09-10T23:56:00+08:00,2025-09-10T23:58:02+08:00,1.2791,103.4118,C,Cloud to Cloud,2025-09-10T23:54:41.112+08:00
2025-09-11 10:54:51,2025-09-10T23:56:00+08:00,2025-09-10T23:58:02+08:00,1.2761,103.4079,C,Cloud to Cloud,2025-09-10T23:54:53.098+08:00
2025-09-11 10:54:51,2025-09-10T23:56:00+08:00,2025-09-10T23:58:02+08:00,1.2726,103.4719,C,Cloud to Cloud,2025-09-10T23:54:53.23+08:00
2025-09-11 10:54:51,2025-09-10T23:56:00+08:00,2025-09-10T23:58:02+08:00,1.2756,103.4372,C,Cloud to Cloud,2025-09-10T23:54:53.23+08:00
2025-09-11 10:54:51,2025-09-10T23:56:00+08:00,2025-09-10T23:58:02+08:00,1.2864,103.4046,C,Cloud to Cloud,2025-09-10T23:54:57.118+08:00
2025-09-11 10:54:51,2025-09-10T23:56:00+08:00,2025-09-10T23:58:02+08:00,1.2845,103.4043,C,Cloud to Cloud,2025-09-10T23:54:57.118+08:00
2025-09-11 10:54:51,2025-09-10T23:56:00+08:00,2025-09-10T23:58:02+08:00,1.2747,103.4248,C,Cloud to Cloud,2025-09-10T23:55:05.629+08:00
2025-09-11 10:54:51,2025-09-10T23:56:00+08:00,2025-09-10T23:58:02+08:00,1.2733,103.3757,C,Cloud to Cloud,2025-09-10T23:55:05.629+08:00
2025-09-11 10:54:51,2025-09-10T23:56:00+08:00,2025-09-10T23:58:02+08:00,1.2792,103.3994,C,Cloud to Cloud,2025-09-10T23:55:28.865+08:00
2025-09-11 10:54:51,2025-09-10T23:56:00+08:00,2025-09-10T23:58:02+08:00,1.2818,103.4059,C,Cloud to Cloud,2025-09-10T23:55:59.616+08:00
2025-09-11 10:54:51,2025-09-10T23:54:00+08:00,2025-09-10T23:56:03+08:00,1.38,103.4905,C,Cloud to Cloud,2025-09-10T23:52:29.126+08:00
2025-09-11 10:54:51,2025-09-10T23:54:00+08:00,2025-09-10T23:56:03+08:00,1.2753,103.4116,C,Cloud to Cloud,2025-09-10T23:52:53.466+08:00
2025-09-11 10:54:51,2025-09-10T23:54:00+08:00,2025-09-10T23:56:03+08:00,1.2598,103.3094,C,Cloud to Cloud,2025-09-10T23:52:56.847+08:00
2025-09-11 10:54:51,2025-09-10T23:54:00+08:00,2025-09-10T23:56:03+08:00,1.2887,103.3543,C,Cloud to Cloud,2025-09-10T23:53:03.905+08:00
2025-09-11 10:54:51,2025-09-10T23:54:00+08:00,2025-09-10T23:56:03+08:00,1.3918,103.3041,C,Cloud to Cloud,2025-09-10T23:53:10.698+08:00
2025-09-11 10:54:51,2025-09-10T23:54:00+08:00,2025-09-10T23:56:03+08:00,1.2757,103.4251,C,Cloud to Cloud,2025-09-10T23:53:15.458+08:00
2025-09-11 10:54:51,2025-09-10T23:54:00+08:00,2025-09-10T23:56:03+08:00,1.2741,103.3894,C,Cloud to Cloud,2025-09-10T23:53:30.669+08:00
