fetch_time,observation_window,data_updated,latitude,longitude,strike_type,description,strike_time
2025-06-26 11:12:31,2025-06-25T17:08:00+08:00,2025-06-25T17:10:05+08:00,1.4655,103.8883,C,Cloud to Cloud,2025-06-25T17:07:00.712+08:00
2025-06-26 11:12:31,2025-06-25T16:50:00+08:00,2025-06-25T16:52:02+08:00,1.5061,103.7575,C,Cloud to Cloud,2025-06-25T16:48:49.074+08:00
2025-06-26 11:12:33,2025-06-25T13:22:00+08:00,2025-06-25T13:24:02+08:00,1.4469,103.5984,C,Cloud to Cloud,2025-06-25T13:20:45.081+08:00
2025-06-26 11:12:33,2025-06-25T13:22:00+08:00,2025-06-25T13:24:02+08:00,1.4425,103.6006,C,Cloud to Cloud,2025-06-25T13:20:45.081+08:00
2025-06-26 11:12:34,2025-06-25T11:40:00+08:00,2025-06-25T11:42:02+08:00,1.6411,103.4835,C,Cloud to Cloud,2025-06-25T11:39:32.379+08:00
2025-06-26 11:12:34,2025-06-25T11:40:00+08:00,2025-06-25T11:42:02+08:00,1.6411,103.4835,C,Cloud to Cloud,2025-06-25T11:39:32.379+08:00
2025-06-26 11:12:34,2025-06-25T11:38:00+08:00,2025-06-25T11:40:05+08:00,1.6377,103.4763,C,Cloud to Cloud,2025-06-25T11:37:41.126+08:00
2025-06-26 11:12:35,2025-06-25T11:12:00+08:00,2025-06-25T11:14:03+08:00,1.4084,103.6317,C,Cloud to Cloud,2025-06-25T11:10:42.328+08:00
2025-06-26 11:12:35,2025-06-25T11:12:00+08:00,2025-06-25T11:14:03+08:00,1.4013,103.6321,C,Cloud to Cloud,2025-06-25T11:10:42.328+08:00
