fetch_time,observation_window,data_updated,latitude,longitude,strike_type,description,strike_time
2026-04-14 12:36:27,2026-04-13T23:30:00+08:00,2026-04-13T23:32:02+08:00,1.4511,103.8586,C,Cloud to Cloud,2026-04-13T23:29:20.902+08:00
2026-04-14 12:36:27,2026-04-13T23:30:00+08:00,2026-04-13T23:32:02+08:00,1.6307,103.4253,C,Cloud to Cloud,2026-04-13T23:29:59.867+08:00
2026-04-14 12:36:28,2026-04-13T22:58:00+08:00,2026-04-13T23:00:03+08:00,1.2569,103.2723,G,Cloud to Ground,2026-04-13T22:57:07.64+08:00
2026-04-14 12:36:28,2026-04-13T22:52:00+08:00,2026-04-13T22:54:02+08:00,1.2441,103.2822,C,Cloud to Cloud,2026-04-13T22:51:01.671+08:00
2026-04-14 12:36:28,2026-04-13T22:52:00+08:00,2026-04-13T22:54:02+08:00,1.2431,103.2673,C,Cloud to Cloud,2026-04-13T22:51:01.672+08:00
2026-04-14 12:36:28,2026-04-13T22:46:00+08:00,2026-04-13T22:48:03+08:00,1.2409,103.2591,G,Cloud to Ground,2026-04-13T22:44:29.354+08:00
2026-04-14 12:36:28,2026-04-13T22:44:00+08:00,2026-04-13T22:46:03+08:00,1.4929,103.3138,C,Cloud to Cloud,2026-04-13T22:42:58.172+08:00
2026-04-14 12:36:28,2026-04-13T22:42:00+08:00,2026-04-13T22:44:02+08:00,1.2443,103.3742,C,Cloud to Cloud,2026-04-13T22:41:54.428+08:00
2026-04-14 12:36:28,2026-04-13T22:40:00+08:00,2026-04-13T22:42:03+08:00,1.2611,103.4079,C,Cloud to Cloud,2026-04-13T22:38:36.918+08:00
2026-04-14 12:36:28,2026-04-13T22:38:00+08:00,2026-04-13T22:40:05+08:00,1.2296,103.375,C,Cloud to Cloud,2026-04-13T22:37:51.508+08:00
2026-04-14 12:36:28,2026-04-13T22:36:00+08:00,2026-04-13T22:38:02+08:00,1.2166,103.2574,C,Cloud to Cloud,2026-04-13T22:34:50.825+08:00
2026-04-14 12:36:28,2026-04-13T22:36:00+08:00,2026-04-13T22:38:02+08:00,1.239,103.2835,C,Cloud to Cloud,2026-04-13T22:35:32.063+08:00
2026-04-14 12:36:28,2026-04-13T22:28:00+08:00,2026-04-13T22:30:02+08:00,1.249,103.253,C,Cloud to Cloud,2026-04-13T22:26:28.808+08:00
2026-04-14 12:36:28,2026-04-13T22:28:00+08:00,2026-04-13T22:30:02+08:00,1.2443,103.296,C,Cloud to Cloud,2026-04-13T22:26:28.808+08:00
2026-04-14 12:36:28,2026-04-13T22:28:00+08:00,2026-04-13T22:30:02+08:00,1.2307,103.3044,C,Cloud to Cloud,2026-04-13T22:26:45.758+08:00
2026-04-14 12:36:28,2026-04-13T22:28:00+08:00,2026-04-13T22:30:02+08:00,1.2334,103.3053,C,Cloud to Cloud,2026-04-13T22:26:46.057+08:00
2026-04-14 12:36:28,2026-04-13T22:28:00+08:00,2026-04-13T22:30:02+08:00,1.2065,103.2604,G,Cloud to Ground,2026-04-13T22:26:46.093+08:00
2026-04-14 12:36:28,2026-04-13T22:28:00+08:00,2026-04-13T22:30:02+08:00,1.232,103.3142,C,Cloud to Cloud,2026-04-13T22:26:46.114+08:00
2026-04-14 12:36:28,2026-04-13T22:28:00+08:00,2026-04-13T22:30:02+08:00,1.2351,103.3321,C,Cloud to Cloud,2026-04-13T22:26:46.115+08:00
2026-04-14 12:36:28,2026-04-13T22:28:00+08:00,2026-04-13T22:30:02+08:00,1.2058,103.2563,C,Cloud to Cloud,2026-04-13T22:26:46.156+08:00
2026-04-14 12:36:28,2026-04-13T22:28:00+08:00,2026-04-13T22:30:02+08:00,1.2028,103.2579,G,Cloud to Ground,2026-04-13T22:26:46.243+08:00
2026-04-14 12:36:28,2026-04-13T22:28:00+08:00,2026-04-13T22:30:02+08:00,1.2013,103.2528,G,Cloud to Ground,2026-04-13T22:26:46.28+08:00
2026-04-14 12:36:28,2026-04-13T22:28:00+08:00,2026-04-13T22:30:02+08:00,1.2633,103.3058,C,Cloud to Cloud,2026-04-13T22:27:21.993+08:00
2026-04-14 12:36:28,2026-04-13T22:26:00+08:00,2026-04-13T22:28:02+08:00,1.5173,103.2595,C,Cloud to Cloud,2026-04-13T22:25:43.79+08:00
