fetch_time,observation_window,data_updated,latitude,longitude,strike_type,description,strike_time
2025-12-30 11:19:57,2025-12-29T20:46:00+08:00,2025-12-29T20:48:02+08:00,0.969,103.8219,C,Cloud to Cloud,2025-12-29T20:45:11.957+08:00
2025-12-30 11:20:00,2025-12-29T17:52:00+08:00,2025-12-29T17:54:03+08:00,1.1566,103.8472,C,Cloud to Cloud,2025-12-29T17:50:00.002+08:00
2025-12-30 11:20:00,2025-12-29T17:52:00+08:00,2025-12-29T17:54:03+08:00,1.1848,103.8048,C,Cloud to Cloud,2025-12-29T17:50:59.128+08:00
2025-12-30 11:20:00,2025-12-29T17:52:00+08:00,2025-12-29T17:54:03+08:00,1.1901,103.8154,C,Cloud to Cloud,2025-12-29T17:50:59.247+08:00
2025-12-30 11:20:00,2025-12-29T17:52:00+08:00,2025-12-29T17:54:03+08:00,1.1921,103.8084,C,Cloud to Cloud,2025-12-29T17:50:59.311+08:00
2025-12-30 11:20:00,2025-12-29T17:52:00+08:00,2025-12-29T17:54:03+08:00,1.1605,103.7983,C,Cloud to Cloud,2025-12-29T17:50:59.311+08:00
2025-12-30 11:20:00,2025-12-29T17:52:00+08:00,2025-12-29T17:54:03+08:00,1.1912,103.8169,C,Cloud to Cloud,2025-12-29T17:50:59.35+08:00
2025-12-30 11:20:00,2025-12-29T17:52:00+08:00,2025-12-29T17:54:03+08:00,1.1844,103.8145,C,Cloud to Cloud,2025-12-29T17:50:59.35+08:00
2025-12-30 11:20:00,2025-12-29T17:52:00+08:00,2025-12-29T17:54:03+08:00,1.1717,103.814,C,Cloud to Cloud,2025-12-29T17:50:59.35+08:00
2025-12-30 11:20:00,2025-12-29T17:52:00+08:00,2025-12-29T17:54:03+08:00,1.1848,103.8061,C,Cloud to Cloud,2025-12-29T17:50:59.35+08:00
2025-12-30 11:20:00,2025-12-29T17:52:00+08:00,2025-12-29T17:54:03+08:00,1.185,103.8059,C,Cloud to Cloud,2025-12-29T17:50:59.35+08:00
2025-12-30 11:20:00,2025-12-29T17:52:00+08:00,2025-12-29T17:54:03+08:00,1.201,103.8239,C,Cloud to Cloud,2025-12-29T17:50:59.373+08:00
2025-12-30 11:20:00,2025-12-29T17:52:00+08:00,2025-12-29T17:54:03+08:00,1.1877,103.8331,C,Cloud to Cloud,2025-12-29T17:50:59.373+08:00
2025-12-30 11:20:00,2025-12-29T17:50:00+08:00,2025-12-29T17:52:03+08:00,1.1379,103.7492,C,Cloud to Cloud,2025-12-29T17:48:06.508+08:00
2025-12-30 11:20:00,2025-12-29T17:50:00+08:00,2025-12-29T17:52:03+08:00,1.1261,103.8653,C,Cloud to Cloud,2025-12-29T17:48:06.64+08:00
2025-12-30 11:20:00,2025-12-29T17:50:00+08:00,2025-12-29T17:52:03+08:00,1.1887,103.8164,C,Cloud to Cloud,2025-12-29T17:48:06.708+08:00
2025-12-30 11:20:00,2025-12-29T17:50:00+08:00,2025-12-29T17:52:03+08:00,1.1942,103.8206,C,Cloud to Cloud,2025-12-29T17:48:06.708+08:00
