fetch_time,observation_window,data_updated,latitude,longitude,strike_type,description,strike_time
2025-09-17 10:48:32,2025-09-16T23:38:00+08:00,2025-09-16T23:40:04+08:00,1.277,103.336,C,Cloud to Cloud,2025-09-16T23:36:20.602+08:00
2025-09-17 10:48:32,2025-09-16T23:38:00+08:00,2025-09-16T23:40:04+08:00,1.2649,103.3041,C,Cloud to Cloud,2025-09-16T23:36:48.439+08:00
2025-09-17 10:48:32,2025-09-16T23:38:00+08:00,2025-09-16T23:40:04+08:00,1.2612,103.2613,C,Cloud to Cloud,2025-09-16T23:36:48.439+08:00
2025-09-17 10:48:32,2025-09-16T23:28:00+08:00,2025-09-16T23:30:02+08:00,1.2788,103.3353,C,Cloud to Cloud,2025-09-16T23:27:46.651+08:00
2025-09-17 10:48:32,2025-09-16T23:28:00+08:00,2025-09-16T23:30:02+08:00,1.2751,103.3378,C,Cloud to Cloud,2025-09-16T23:27:46.651+08:00
2025-09-17 10:48:32,2025-09-16T23:26:00+08:00,2025-09-16T23:28:02+08:00,1.3844,103.4004,C,Cloud to Cloud,2025-09-16T23:24:50.577+08:00
2025-09-17 10:48:32,2025-09-16T23:26:00+08:00,2025-09-16T23:28:02+08:00,1.3901,103.3912,C,Cloud to Cloud,2025-09-16T23:24:50.577+08:00
2025-09-17 10:48:32,2025-09-16T23:22:00+08:00,2025-09-16T23:24:02+08:00,1.2599,103.2697,C,Cloud to Cloud,2025-09-16T23:20:50.975+08:00
2025-09-17 10:48:32,2025-09-16T23:22:00+08:00,2025-09-16T23:24:02+08:00,1.2622,103.2836,C,Cloud to Cloud,2025-09-16T23:21:18.113+08:00
2025-09-17 10:48:32,2025-09-16T23:12:00+08:00,2025-09-16T23:14:03+08:00,1.3714,103.4017,C,Cloud to Cloud,2025-09-16T23:10:00.832+08:00
2025-09-17 10:48:32,2025-09-16T23:12:00+08:00,2025-09-16T23:14:03+08:00,1.3737,103.3888,C,Cloud to Cloud,2025-09-16T23:10:00.832+08:00
2025-09-17 10:48:32,2025-09-16T23:10:00+08:00,2025-09-16T23:12:03+08:00,1.3722,103.3866,C,Cloud to Cloud,2025-09-16T23:09:01.041+08:00
2025-09-17 10:48:32,2025-09-16T23:08:00+08:00,2025-09-16T23:10:02+08:00,1.3736,103.3577,C,Cloud to Cloud,2025-09-16T23:06:28.268+08:00
2025-09-17 10:48:32,2025-09-16T23:08:00+08:00,2025-09-16T23:10:02+08:00,1.3641,103.4477,C,Cloud to Cloud,2025-09-16T23:06:54.343+08:00
2025-09-17 10:48:32,2025-09-16T23:00:00+08:00,2025-09-16T23:02:02+08:00,1.3744,103.3733,C,Cloud to Cloud,2025-09-16T22:59:02.257+08:00
2025-09-17 10:48:32,2025-09-16T22:58:00+08:00,2025-09-16T23:00:03+08:00,1.3907,103.323,C,Cloud to Cloud,2025-09-16T22:56:19.806+08:00
2025-09-17 10:48:32,2025-09-16T22:58:00+08:00,2025-09-16T23:00:03+08:00,1.3905,103.3166,C,Cloud to Cloud,2025-09-16T22:56:19.806+08:00
2025-09-17 10:48:32,2025-09-16T22:34:00+08:00,2025-09-16T22:36:02+08:00,1.3687,103.4105,C,Cloud to Cloud,2025-09-16T22:33:18.771+08:00
2025-09-17 10:48:40,2025-09-16T14:22:00+08:00,2025-09-16T14:24:04+08:00,1.624,104.1728,C,Cloud to Cloud,2025-09-16T14:21:30.302+08:00
2025-09-17 10:48:41,2025-09-16T13:50:00+08:00,2025-09-16T13:52:02+08:00,1.2174,104.3883,C,Cloud to Cloud,2025-09-16T13:48:54.683+08:00
2025-09-17 10:48:41,2025-09-16T13:50:00+08:00,2025-09-16T13:52:02+08:00,1.2131,104.378,G,Cloud to Ground,2025-09-16T13:48:54.683+08:00
2025-09-17 10:48:41,2025-09-16T13:50:00+08:00,2025-09-16T13:52:02+08:00,1.2179,104.3876,C,Cloud to Cloud,2025-09-16T13:48:54.683+08:00
2025-09-17 10:48:41,2025-09-16T13:50:00+08:00,2025-09-16T13:52:02+08:00,1.182,104.3967,C,Cloud to Cloud,2025-09-16T13:48:54.686+08:00
2025-09-17 10:48:41,2025-09-16T13:50:00+08:00,2025-09-16T13:52:02+08:00,1.2256,104.3129,C,Cloud to Cloud,2025-09-16T13:48:54.745+08:00
2025-09-17 10:48:41,2025-09-16T13:50:00+08:00,2025-09-16T13:52:02+08:00,1.2239,104.3246,C,Cloud to Cloud,2025-09-16T13:48:54.745+08:00
