fetch_time,observation_window,data_updated,latitude,longitude,strike_type,description,strike_time
2025-07-04 11:12:29,2025-07-03T23:44:00+08:00,2025-07-03T23:46:03+08:00,1.2058,104.4468,C,Cloud to Cloud,2025-07-03T23:43:11.746+08:00
2025-07-04 11:12:29,2025-07-03T23:42:00+08:00,2025-07-03T23:44:02+08:00,1.1939,104.4338,C,Cloud to Cloud,2025-07-03T23:41:53.027+08:00
2025-07-04 11:12:29,2025-07-03T23:42:00+08:00,2025-07-03T23:44:02+08:00,1.1952,104.4398,C,Cloud to Cloud,2025-07-03T23:41:53.159+08:00
2025-07-04 11:12:29,2025-07-03T23:42:00+08:00,2025-07-03T23:44:02+08:00,1.2037,104.4235,C,Cloud to Cloud,2025-07-03T23:41:53.209+08:00
2025-07-04 11:12:29,2025-07-03T23:38:00+08:00,2025-07-03T23:40:04+08:00,1.2434,104.3756,C,Cloud to Cloud,2025-07-03T23:36:03.117+08:00
2025-07-04 11:12:29,2025-07-03T23:38:00+08:00,2025-07-03T23:40:04+08:00,1.2434,104.3756,C,Cloud to Cloud,2025-07-03T23:36:03.117+08:00
2025-07-04 11:12:29,2025-07-03T23:36:00+08:00,2025-07-03T23:38:02+08:00,1.255,104.3286,C,Cloud to Cloud,2025-07-03T23:35:44.998+08:00
2025-07-04 11:12:29,2025-07-03T23:36:00+08:00,2025-07-03T23:38:02+08:00,1.2318,104.3871,C,Cloud to Cloud,2025-07-03T23:35:44.998+08:00
2025-07-04 11:12:29,2025-07-03T23:36:00+08:00,2025-07-03T23:38:02+08:00,1.2225,104.4432,G,Cloud to Ground,2025-07-03T23:35:45.054+08:00
2025-07-04 11:12:29,2025-07-03T23:36:00+08:00,2025-07-03T23:38:02+08:00,1.2181,104.4874,G,Cloud to Ground,2025-07-03T23:35:45.196+08:00
2025-07-04 11:12:29,2025-07-03T23:34:00+08:00,2025-07-03T23:36:03+08:00,1.2055,104.4824,C,Cloud to Cloud,2025-07-03T23:32:10.396+08:00
2025-07-04 11:12:29,2025-07-03T23:34:00+08:00,2025-07-03T23:36:03+08:00,1.2072,104.47,C,Cloud to Cloud,2025-07-03T23:32:10.396+08:00
2025-07-04 11:12:29,2025-07-03T23:34:00+08:00,2025-07-03T23:36:03+08:00,1.1952,104.4726,C,Cloud to Cloud,2025-07-03T23:32:10.658+08:00
2025-07-04 11:12:29,2025-07-03T23:34:00+08:00,2025-07-03T23:36:03+08:00,1.1879,104.459,C,Cloud to Cloud,2025-07-03T23:32:11.162+08:00
2025-07-04 11:12:29,2025-07-03T23:34:00+08:00,2025-07-03T23:36:03+08:00,1.1945,104.4816,C,Cloud to Cloud,2025-07-03T23:32:11.165+08:00
2025-07-04 11:12:29,2025-07-03T23:34:00+08:00,2025-07-03T23:36:03+08:00,1.195,104.4731,C,Cloud to Cloud,2025-07-03T23:32:11.165+08:00
2025-07-04 11:12:29,2025-07-03T23:34:00+08:00,2025-07-03T23:36:03+08:00,1.1955,104.4826,C,Cloud to Cloud,2025-07-03T23:32:11.165+08:00
2025-07-04 11:12:29,2025-07-03T23:34:00+08:00,2025-07-03T23:36:03+08:00,1.1935,104.4703,C,Cloud to Cloud,2025-07-03T23:32:11.165+08:00
2025-07-04 11:12:29,2025-07-03T23:34:00+08:00,2025-07-03T23:36:03+08:00,1.2007,104.4327,C,Cloud to Cloud,2025-07-03T23:32:11.165+08:00
