fetch_time,observation_window,data_updated,latitude,longitude,strike_type,description,strike_time
2025-09-06 10:46:10,2025-09-05T11:14:00+08:00,2025-09-05T11:16:02+08:00,1.0824,104.353,C,Cloud to Cloud,2025-09-05T11:13:09.334+08:00
2025-09-06 10:46:10,2025-09-05T11:14:00+08:00,2025-09-05T11:16:02+08:00,1.0751,104.3798,C,Cloud to Cloud,2025-09-05T11:13:09.334+08:00
2025-09-06 10:46:10,2025-09-05T11:14:00+08:00,2025-09-05T11:16:02+08:00,1.0671,104.3884,C,Cloud to Cloud,2025-09-05T11:13:09.334+08:00
2025-09-06 10:46:10,2025-09-05T11:14:00+08:00,2025-09-05T11:16:02+08:00,1.0732,104.3677,C,Cloud to Cloud,2025-09-05T11:13:09.334+08:00
2025-09-06 10:46:10,2025-09-05T11:14:00+08:00,2025-09-05T11:16:02+08:00,1.0625,104.3917,C,Cloud to Cloud,2025-09-05T11:13:09.334+08:00
2025-09-06 10:46:10,2025-09-05T11:14:00+08:00,2025-09-05T11:16:02+08:00,1.0516,104.393,C,Cloud to Cloud,2025-09-05T11:13:09.334+08:00
2025-09-06 10:46:10,2025-09-05T11:14:00+08:00,2025-09-05T11:16:02+08:00,1.0549,104.3826,C,Cloud to Cloud,2025-09-05T11:13:09.334+08:00
2025-09-06 10:46:10,2025-09-05T11:14:00+08:00,2025-09-05T11:16:02+08:00,1.0566,104.3848,C,Cloud to Cloud,2025-09-05T11:13:09.334+08:00
2025-09-06 10:46:10,2025-09-05T11:12:00+08:00,2025-09-05T11:14:02+08:00,1.1919,104.4096,G,Cloud to Ground,2025-09-05T11:10:38.176+08:00
2025-09-06 10:46:10,2025-09-05T10:50:00+08:00,2025-09-05T10:52:02+08:00,1.4064,104.0918,C,Cloud to Cloud,2025-09-05T10:49:39.235+08:00
2025-09-06 10:46:10,2025-09-05T10:50:00+08:00,2025-09-05T10:52:02+08:00,1.3908,104.0941,C,Cloud to Cloud,2025-09-05T10:49:39.235+08:00
2025-09-06 10:46:10,2025-09-05T10:50:00+08:00,2025-09-05T10:52:02+08:00,1.3922,104.0918,C,Cloud to Cloud,2025-09-05T10:49:39.236+08:00
2025-09-06 10:46:10,2025-09-05T10:50:00+08:00,2025-09-05T10:52:02+08:00,1.4212,104.1208,C,Cloud to Cloud,2025-09-05T10:49:39.239+08:00
2025-09-06 10:46:10,2025-09-05T10:50:00+08:00,2025-09-05T10:52:02+08:00,1.4138,104.1005,C,Cloud to Cloud,2025-09-05T10:49:39.239+08:00
2025-09-06 10:46:10,2025-09-05T10:50:00+08:00,2025-09-05T10:52:02+08:00,1.4134,104.0978,C,Cloud to Cloud,2025-09-05T10:49:39.24+08:00
2025-09-06 10:46:10,2025-09-05T10:50:00+08:00,2025-09-05T10:52:02+08:00,1.4117,104.0937,C,Cloud to Cloud,2025-09-05T10:49:39.24+08:00
2025-09-06 10:46:10,2025-09-05T10:50:00+08:00,2025-09-05T10:52:02+08:00,1.4091,104.0831,C,Cloud to Cloud,2025-09-05T10:49:39.24+08:00
2025-09-06 10:46:10,2025-09-05T10:50:00+08:00,2025-09-05T10:52:02+08:00,1.418,104.1085,C,Cloud to Cloud,2025-09-05T10:49:39.241+08:00
2025-09-06 10:46:10,2025-09-05T10:50:00+08:00,2025-09-05T10:52:02+08:00,1.4426,104.1428,C,Cloud to Cloud,2025-09-05T10:49:39.243+08:00
