fetch_time,observation_window,data_updated,latitude,longitude,strike_type,description,strike_time
2025-11-18 11:06:04,2025-11-17T23:06:00+08:00,2025-11-17T23:08:02+08:00,1.138,103.3401,C,Cloud to Cloud,2025-11-17T23:04:38.963+08:00
2025-11-18 11:06:04,2025-11-17T23:06:00+08:00,2025-11-17T23:08:02+08:00,1.1359,103.3399,C,Cloud to Cloud,2025-11-17T23:04:39.149+08:00
2025-11-18 11:06:04,2025-11-17T23:06:00+08:00,2025-11-17T23:08:02+08:00,1.1449,103.3238,C,Cloud to Cloud,2025-11-17T23:04:39.149+08:00
2025-11-18 11:06:04,2025-11-17T23:06:00+08:00,2025-11-17T23:08:02+08:00,1.1559,103.3829,G,Cloud to Ground,2025-11-17T23:04:39.208+08:00
2025-11-18 11:06:06,2025-11-17T19:46:00+08:00,2025-11-17T19:48:03+08:00,1.3322,103.3308,C,Cloud to Cloud,2025-11-17T19:44:07.295+08:00
2025-11-18 11:06:07,2025-11-17T18:40:00+08:00,2025-11-17T18:42:02+08:00,1.009,103.4148,C,Cloud to Cloud,2025-11-17T18:38:34.092+08:00
2025-11-18 11:06:07,2025-11-17T18:32:00+08:00,2025-11-17T18:34:02+08:00,1.0836,103.7252,C,Cloud to Cloud,2025-11-17T18:30:24.318+08:00
2025-11-18 11:06:07,2025-11-17T18:30:00+08:00,2025-11-17T18:32:02+08:00,1.0639,103.6931,C,Cloud to Cloud,2025-11-17T18:28:17.316+08:00
2025-11-18 11:06:07,2025-11-17T18:28:00+08:00,2025-11-17T18:30:03+08:00,1.0737,103.6993,C,Cloud to Cloud,2025-11-17T18:27:19.096+08:00
2025-11-18 11:06:08,2025-11-17T18:00:00+08:00,2025-11-17T18:02:02+08:00,1.1309,104.0567,C,Cloud to Cloud,2025-11-17T17:59:19.013+08:00
2025-11-18 11:06:08,2025-11-17T18:00:00+08:00,2025-11-17T18:02:02+08:00,1.1406,104.0719,C,Cloud to Cloud,2025-11-17T17:59:19.013+08:00
